ID;Age;Experience;Income;PostCode;Family;CBAvg;Education;CustomerCode;Mortgage;SecuritiesAcc;DepositAcc;OnlineBanking;CreditCard;dateReq;LoanAmount;PersonalLoan
3196;55;29;35;20007;3;1.40;1;320019;0;0;0;0;0;28/10/2022;25;0
3198;34;10;29;23555;1;1.50;2;322630;0;0;0;1;0;28/10/2022;15;0
3200;33;9;20;25521;4;0.70;2;324610;0;0;0;1;0;28/10/2022;20;0
3201;48;23;70;22122;1;2.80;2;321665;0;0;0;0;0;28/10/2022;20;0
3202;28;3;81;22121;4;0.20;1;321627;0;0;0;0;0;28/10/2022;20;0
3203;30;4;25;22173;2;0.30;1;321759;0;1;0;1;0;28/10/2022;25;0
3204;44;20;119;22677;2;7.50;1;322110;239;0;0;1;0;28/10/2022;15;0
3205;61;35;49;20025;4;1.70;2;320145;185;0;0;0;0;28/10/2022;10;0
3209;53;29;61;25032;4;1.60;2;324252;0;0;0;1;0;28/10/2022;20;0
3211;43;19;60;24301;2;2.50;1;323271;0;1;0;0;0;28/10/2022;20;0
3212;35;9;83;20277;2;4.50;3;320529;0;0;0;1;0;28/10/2022;25;0
3213;61;35;59;22627;1;2.80;2;322008;0;0;0;0;0;28/10/2022;15;0
3214;39;9;32;20212;3;2.00;3;320394;116;0;0;1;0;28/10/2022;25;0
3215;61;37;33;21775;3;0.10;3;321260;0;0;0;1;0;28/10/2022;25;0
3216;40;15;19;20630;4;0.20;3;320618;0;0;0;1;0;28/10/2022;15;0
3217;34;8;14;25014;4;0.30;1;324195;0;0;0;0;0;28/10/2022;25;0
3219;40;16;154;24122;2;6.10;1;323084;325;0;0;1;0;28/10/2022;10;0
3220;39;15;33;22346;1;2.00;2;321826;0;0;0;0;0;28/10/2022;25;0
3221;61;35;28;23302;2;0.20;3;322553;135;0;0;1;0;28/10/2022;15;0
3222;40;16;44;23407;1;1.80;1;322592;0;1;0;1;0;28/10/2022;25;0
3223;49;23;81;23107;2;0.80;3;322401;0;0;0;0;0;28/10/2022;20;0
3224;43;18;29;25126;1;0.50;3;324451;0;0;0;1;0;28/10/2022;15;0
3225;45;21;58;24025;3;0.30;3;322786;0;1;0;1;0;28/10/2022;15;0
3228;31;7;18;24720;1;0.40;3;324081;0;0;0;1;0;28/10/2022;15;0
3230;33;9;64;22507;4;3.40;1;321891;0;0;0;0;0;28/10/2022;25;0
3232;62;37;24;20717;1;0.30;3;320648;0;1;0;1;0;28/10/2022;25;0
3233;55;25;65;22023;4;2.00;3;321345;0;0;0;1;0;28/10/2022;10;0
3234;46;20;111;25037;1;0.00;1;324274;329;0;0;0;0;28/10/2022;20;0
3235;37;12;114;21107;3;0.60;2;320778;0;0;0;1;0;28/10/2022;25;0
3236;60;35;39;21711;2;1.60;3;321164;0;0;0;1;0;28/10/2022;15;0
3239;52;28;49;24228;4;1.10;2;323219;0;0;0;1;0;28/10/2022;15;0
3240;30;4;40;20025;1;0.30;1;320146;0;0;0;1;0;28/10/2022;20;0
3241;62;36;63;23407;1;1.60;1;322593;118;0;0;1;0;28/10/2022;25;0
3242;41;15;55;24305;1;2.80;1;323456;0;0;0;0;0;28/10/2022;25;0
3243;38;14;33;22026;1;2.00;2;321385;0;0;0;1;0;28/10/2022;25;0
3244;52;26;31;22054;4;1.50;3;321484;0;0;0;1;0;28/10/2022;20;0
3245;48;24;24;22624;4;0.20;1;321988;0;0;0;1;0;28/10/2022;25;0
3247;41;17;81;25422;1;0.80;2;324575;223;0;0;1;0;28/10/2022;20;0
3249;31;6;92;22037;2;3.30;1;321451;0;0;0;0;0;28/10/2022;25;0
3250;50;25;81;22806;1;1.20;1;322183;0;0;0;0;0;28/10/2022;20;0
3253;62;38;78;22521;2;0.00;3;321919;0;0;0;1;0;28/10/2022;15;0
3255;61;37;9;23207;2;0.30;3;322458;0;0;0;1;0;28/10/2022;15;0
3257;34;9;41;24305;1;2.50;3;323457;0;0;0;0;0;28/10/2022;20;0
3258;59;35;84;22407;1;1.80;3;321879;0;0;0;1;0;28/10/2022;25;0
3259;41;17;42;21210;4;2.20;2;320827;185;1;0;1;0;28/10/2022;25;0
3261;55;30;84;25821;2;0.00;3;324909;0;0;0;0;0;28/10/2022;25;0
3262;64;40;131;21103;1;3.80;1;320753;0;0;0;0;0;28/10/2022;20;0
3263;44;19;85;20024;2;3.80;3;320071;0;0;0;1;0;28/10/2022;25;0
3264;32;8;84;22023;4;3.40;1;321346;0;0;0;1;0;28/10/2022;25;0
3265;67;41;114;25616;4;2.40;3;324695;0;0;0;1;0;28/10/2022;10;0
3266;40;14;61;24612;3;0.50;3;323874;0;0;0;1;0;28/10/2022;20;0
3268;59;35;21;25818;2;1.00;1;324897;120;0;0;1;0;28/10/2022;20;0
3269;43;17;111;21423;4;5.40;3;321085;0;0;0;1;0;28/10/2022;20;1
3270;58;34;68;24305;2;2.80;1;323458;113;0;0;0;0;28/10/2022;15;0
3271;50;23;179;24602;4;3.60;2;323796;0;0;0;1;0;28/10/2022;20;1
3273;35;9;85;22121;2;1.80;1;321628;0;0;0;0;0;28/10/2022;25;0
3274;40;15;180;20025;1;4.10;1;320147;0;0;0;0;0;28/10/2022;20;0
3275;31;5;110;22123;2;1.50;3;321679;0;0;0;1;0;28/10/2022;20;0
3276;32;8;65;25134;1;1.20;1;324476;268;0;0;1;0;28/10/2022;25;0
3277;55;31;159;22123;1;3.90;3;321680;0;0;0;0;0;28/10/2022;20;1
3278;43;19;81;22121;2;3.20;1;321629;0;0;0;1;0;28/10/2022;20;0
3279;31;6;132;24571;1;3.80;1;323749;0;0;0;1;0;28/10/2022;25;0
3280;26;-1;44;24201;;2.00;2;323176;0;0;0;0;0;28/10/2022;25;0
3281;58;33;98;20277;1;2.60;1;320530;0;0;0;0;0;28/10/2022;15;0
3283;45;21;91;25054;1;4.70;1;324343;0;0;0;1;0;28/10/2022;20;0
3284;56;30;29;22152;4;0.70;2;321739;87;0;0;1;0;28/10/2022;10;0
3286;38;13;65;21706;3;0.70;2;321128;0;0;0;1;0;28/10/2022;25;0
3288;39;13;32;20747;2;0.80;3;320680;0;0;0;1;0;28/10/2022;10;0
3289;56;30;140;24122;4;0.50;1;323085;292;0;0;0;0;28/10/2022;20;1
3291;52;27;113;22038;1;0.10;3;321476;0;0;0;0;0;28/10/2022;25;0
3292;53;28;38;24228;1;1.30;2;323220;0;0;0;1;0;28/10/2022;15;0
3293;25;-1;13;25616;4;0.40;1;324696;0;1;0;0;0;28/10/2022;10;0
3294;44;20;62;24232;2;2.50;1;323232;0;1;0;1;0;28/10/2022;25;0
3295;42;12;29;23611;3;2.00;3;322651;0;0;0;0;0;28/10/2022;15;0
3296;42;16;141;24260;3;4.00;2;323251;0;0;0;0;0;28/10/2022;15;1
3297;63;37;132;24080;1;4.40;2;322889;0;0;0;1;0;28/10/2022;20;1
3299;56;32;11;24110;2;0.30;1;322993;89;0;0;0;0;28/10/2022;20;0
3300;60;34;90;22122;4;1.90;2;321666;0;0;0;1;0;28/10/2022;10;0
3301;62;38;43;22354;1;1.90;2;321842;0;0;0;1;0;28/10/2022;25;0
3303;37;11;28;24501;2;0.80;3;323541;0;0;0;0;0;28/10/2022;15;0
3305;42;17;108;25120;3;1.00;1;324426;383;0;0;1;0;28/10/2022;15;0
3306;39;13;78;25616;1;2.80;3;324697;0;0;0;0;0;28/10/2022;15;0
3307;47;22;65;20840;1;2.40;1;320697;0;0;0;1;0;28/10/2022;25;0
3308;34;10;25;22038;4;1.00;1;321477;0;0;0;1;0;28/10/2022;25;0
3310;52;27;43;24611;4;0.20;2;323866;0;0;0;1;0;28/10/2022;25;0
3312;49;25;24;25812;1;0.30;1;324843;0;0;0;0;0;28/10/2022;25;0
3313;47;22;190;24550;2;8.80;1;323714;0;0;0;0;0;28/10/2022;20;0
3314;48;24;24;21250;1;0.90;3;320847;0;0;0;0;0;28/10/2022;25;0
3315;38;13;41;20073;4;1.70;1;320324;0;0;0;1;0;28/10/2022;20;0
3316;48;22;80;24720;3;1.10;1;324083;0;0;0;0;0;28/10/2022;10;0
3317;56;26;63;24501;3;2.00;3;323542;0;0;0;1;0;28/10/2022;25;0
3318;65;41;79;20035;3;2.00;3;320232;0;0;0;0;0;28/10/2022;15;0
3319;46;20;105;20082;4;3.20;1;320356;0;0;0;0;0;28/10/2022;20;1
3322;41;15;120;24521;1;5.20;1;323576;0;0;0;1;0;28/10/2022;20;0
3324;60;35;20;22110;1;1.30;1;321563;0;0;0;1;0;28/10/2022;20;0
3325;57;31;41;21401;1;1.40;1;321077;0;1;0;1;0;28/10/2022;10;0
3326;48;23;35;23302;2;1.30;1;322554;0;0;0;0;0;28/10/2022;25;0
3327;53;27;174;21006;1;2.90;2;320709;0;0;0;1;0;28/10/2022;15;1
3329;45;20;22;20230;1;0.10;1;320417;0;0;0;0;0;28/10/2022;25;0
3331;34;9;32;25054;4;1.10;3;324344;0;0;0;1;0;28/10/2022;25;0
3334;37;13;79;21711;4;0.10;2;321165;280;0;0;1;0;28/10/2022;10;0
3335;40;14;30;24720;2;0.80;3;324084;86;0;0;0;0;28/10/2022;10;0
3336;35;10;118;22062;2;7.80;1;321494;358;0;0;0;0;28/10/2022;15;0
3337;60;34;11;24305;4;0.70;3;323459;0;0;0;1;0;28/10/2022;10;0
3338;59;29;61;22008;3;2.00;3;321308;0;0;0;1;0;28/10/2022;20;0
3339;35;9;43;22037;4;1.20;2;321452;0;1;0;1;0;28/10/2022;10;0
3340;27;1;141;25135;4;5.10;3;324484;354;0;0;0;0;28/10/2022;20;1
3341;29;3;54;24104;4;1.80;3;322940;0;0;0;0;0;28/10/2022;25;0
3342;35;9;33;21125;2;0.30;1;320802;0;1;0;1;0;28/10/2022;25;0
3344;62;37;125;24801;1;1.00;3;324134;0;0;0;1;0;28/10/2022;20;1
3349;61;35;18;24303;3;0.30;3;323322;0;0;0;0;0;28/10/2022;15;0
3350;55;25;95;22407;2;4.50;3;321880;275;0;0;0;0;28/10/2022;25;0
3351;28;3;95;20245;2;1.80;2;320458;0;0;0;0;0;28/10/2022;25;0
3352;52;26;191;22121;1;1.70;1;321630;0;0;0;1;0;28/10/2022;20;0
3353;34;4;19;22521;1;0.67;3;321920;83;0;0;1;0;28/10/2022;15;0
3355;42;18;39;22703;1;0.30;3;322126;0;0;0;1;0;28/10/2022;15;0
3357;49;23;115;25051;3;4.60;3;324303;0;0;0;0;0;28/10/2022;20;1
3359;59;35;40;24536;4;0.40;1;323640;0;0;0;0;0;28/10/2022;10;0
3360;43;19;45;21773;3;0.60;2;321250;0;0;0;0;0;28/10/2022;25;0
3361;48;24;133;20740;1;5.00;1;320668;0;0;0;0;0;28/10/2022;25;0
3363;30;4;18;20277;2;0.30;2;320531;0;0;0;1;0;28/10/2022;15;0
3364;58;34;54;23003;4;1.30;2;322262;0;0;0;1;0;28/10/2022;10;0
3365;41;15;41;24143;2;2.40;2;323157;105;0;0;0;0;28/10/2022;20;0
3366;38;8;21;25060;1;0.67;3;324377;0;0;0;1;0;28/10/2022;20;0
3368;51;27;53;22122;1;1.60;2;321667;0;0;0;1;0;28/10/2022;25;0
3370;34;10;84;25616;4;0.10;2;324698;0;0;0;1;0;28/10/2022;25;0
3371;39;13;59;20033;3;0.90;3;320205;199;1;0;1;0;28/10/2022;15;0
3372;44;18;33;25351;3;0.50;2;324549;0;0;0;0;0;28/10/2022;25;0
3373;55;29;81;24228;4;4.90;1;323221;209;0;0;1;0;28/10/2022;10;0
3375;57;31;61;21360;1;2.20;3;321030;0;0;0;0;0;28/10/2022;10;0
3376;43;18;88;20082;4;1.10;2;320357;0;0;0;1;0;28/10/2022;15;0
3377;46;21;170;25136;2;2.80;1;324496;0;0;0;0;0;28/10/2022;20;0
3378;35;10;83;25370;4;0.70;3;324561;315;0;0;1;0;28/10/2022;10;0
3380;65;41;83;24305;3;2.00;3;323460;0;0;0;1;0;28/10/2022;25;0
3383;62;36;103;22182;2;2.80;1;321788;0;1;1;1;0;28/10/2022;25;0
3384;46;22;135;25135;3;4.10;1;324485;213;0;0;1;0;28/10/2022;15;1
3385;36;11;162;24583;1;8.60;1;323769;153;1;0;1;0;28/10/2022;10;0
3386;42;17;73;20082;4;0.40;1;320358;0;1;0;0;0;28/10/2022;25;0
3387;35;10;142;24061;4;0.80;3;322839;0;0;0;0;0;28/10/2022;20;1
3388;63;37;25;24035;2;0.20;3;322819;0;0;0;1;0;28/10/2022;25;0
3389;45;21;115;21320;2;3.30;1;320931;85;0;0;1;0;28/10/2022;25;0
3390;27;3;88;22182;3;0.80;1;321789;238;0;0;0;0;28/10/2022;15;0
3391;29;3;73;24720;3;0.30;3;324087;0;0;0;0;0;28/10/2022;25;0
3392;55;29;94;24102;1;0.80;3;322929;221;0;0;0;0;28/10/2022;10;0
3393;32;7;58;22612;1;1.00;1;321952;0;0;0;1;0;28/10/2022;15;0
3395;25;-1;113;20082;4;2.10;3;320359;0;0;0;1;0;28/10/2022;10;0
3396;41;16;35;24061;2;1.40;2;322840;135;0;0;0;0;28/10/2022;25;0
3398;31;6;170;24010;2;6.70;1;322705;137;0;0;1;0;28/10/2022;20;0
3400;54;29;54;24720;2;2.10;3;324088;97;0;0;0;0;28/10/2022;25;0
3401;48;22;39;24065;1;1.20;2;322867;0;0;0;0;0;28/10/2022;15;0
3404;54;29;82;24702;3;3.70;2;323899;0;0;0;1;0;28/10/2022;20;1
3405;39;14;21;24303;1;0.60;3;323323;101;0;0;0;0;28/10/2022;20;0
3406;55;30;50;24061;2;2.10;3;322841;0;0;0;1;0;28/10/2022;20;0
3408;58;32;19;20405;4;0.70;3;320572;0;0;0;0;0;28/10/2022;10;0
3409;45;21;71;20022;4;1.90;1;320037;0;0;0;1;0;28/10/2022;20;0
3411;36;11;9;20230;4;0.20;3;320418;0;0;0;1;0;28/10/2022;10;0
3412;63;37;118;24010;1;2.00;1;322706;427;0;0;0;0;28/10/2022;15;0
3413;55;29;79;20022;4;4.90;1;320038;0;0;0;0;0;28/10/2022;10;0
3415;61;36;18;25010;1;1.30;1;324173;0;0;0;0;0;28/10/2022;15;0
3417;61;37;62;24111;1;0.00;2;323011;244;0;0;1;0;28/10/2022;25;0
3424;61;35;38;23002;2;1.00;3;322261;0;0;0;0;0;28/10/2022;15;0
3426;23;-1;12;21605;4;1.00;1;321110;90;0;0;1;0;28/10/2022;25;0
3427;31;5;115;20025;2;1.50;3;320149;189;0;0;1;0;28/10/2022;25;0
3428;39;15;175;24080;2;8.00;1;322890;0;0;0;1;0;28/10/2022;10;0
3429;45;21;24;23106;1;0.90;3;322376;0;0;0;0;0;28/10/2022;25;0
3432;64;38;63;24305;2;1.70;3;323462;184;1;0;1;0;28/10/2022;25;0
3434;34;9;60;24306;4;1.30;1;323508;0;1;0;0;0;28/10/2022;20;0
3435;56;31;53;25521;2;1.60;3;324611;78;0;0;0;0;28/10/2022;25;0
3436;33;8;58;22037;4;1.30;1;321454;0;1;0;0;0;28/10/2022;15;0
3437;56;29;42;22104;4;2.50;2;321549;0;0;0;0;0;28/10/2022;10;0
3438;57;31;39;24304;4;0.70;2;323361;0;1;0;1;0;28/10/2022;10;0
3439;43;17;72;24806;1;2.80;1;324144;271;0;0;1;0;28/10/2022;25;0
3443;43;18;30;23240;1;0.50;3;322472;0;0;0;1;0;28/10/2022;20;0
3444;44;18;54;20632;1;2.80;1;320628;202;0;0;0;0;28/10/2022;25;0
3445;60;35;128;23101;1;0.90;1;322320;0;0;0;1;0;28/10/2022;15;0
3447;56;32;120;20232;1;7.40;1;320422;186;0;0;1;0;28/10/2022;10;0
3448;54;29;25;20747;4;0.10;3;320681;109;0;0;0;0;28/10/2022;10;0
3450;57;32;135;20025;3;4.80;2;320150;0;1;1;1;0;28/10/2022;20;1
3453;61;37;23;24720;3;0.40;2;324089;0;0;0;0;0;28/10/2022;25;0
3454;29;3;31;24702;4;0.30;2;323900;0;0;0;1;0;28/10/2022;20;0
3455;47;21;132;22120;1;0.30;1;321595;0;0;0;1;0;28/10/2022;25;0
3457;46;22;125;24536;2;4.70;3;323642;0;0;0;1;0;28/10/2022;20;1
3458;55;31;91;24110;2;2.80;1;322994;0;0;0;1;0;28/10/2022;20;0
3460;26;1;88;24025;2;1.80;2;322788;0;0;0;0;0;28/10/2022;15;0
3462;57;27;64;22007;3;2.00;3;321297;142;0;0;1;0;28/10/2022;25;0
3463;58;33;28;24608;2;0.50;2;323839;146;1;0;1;0;28/10/2022;15;0
3464;28;3;149;22121;1;0.80;1;321631;0;0;0;1;0;28/10/2022;15;0
3466;65;41;42;25616;1;1.90;2;324699;0;0;0;0;0;28/10/2022;25;0
3468;63;37;149;20840;2;0.20;3;320698;364;0;0;1;0;28/10/2022;10;1
3470;26;2;79;25630;2;2.50;1;324760;0;0;0;1;0;28/10/2022;15;0
3472;50;25;38;25503;1;1.40;3;324589;0;0;0;1;0;28/10/2022;15;0
3473;54;27;120;22672;4;3.00;2;322084;431;0;0;1;0;28/10/2022;20;1
3474;59;34;52;22173;4;0.70;1;321760;0;1;0;0;0;28/10/2022;10;0
3475;49;24;42;22121;2;0.70;2;321632;0;0;0;1;0;28/10/2022;25;0
3476;54;30;13;22037;1;0.30;1;321455;0;0;0;0;0;28/10/2022;25;0
3477;65;39;141;20280;2;6.90;1;320537;0;1;0;1;0;28/10/2022;20;0
3479;31;6;133;25747;1;1.50;3;324798;0;0;0;0;0;28/10/2022;10;1
3480;31;6;64;24720;2;2.50;1;324090;0;0;0;1;0;28/10/2022;25;0
3481;64;39;49;24521;2;1.50;1;323578;0;1;0;1;0;28/10/2022;15;0
3482;52;26;34;23023;1;0.30;3;322300;0;0;0;1;0;28/10/2022;25;0
3483;57;33;91;25133;1;4.30;1;324463;81;1;0;0;0;28/10/2022;10;0
3484;60;36;195;20066;1;4.70;1;320313;0;0;0;1;0;28/10/2022;25;0
3485;45;18;53;22104;3;2.50;2;321550;112;0;0;0;0;28/10/2022;25;0
3486;39;13;39;22103;2;0.80;3;321540;0;0;0;0;0;28/10/2022;10;0
3489;40;15;51;24117;2;1.10;2;323063;131;0;0;1;0;28/10/2022;10;0
3490;36;12;154;21320;3;6.40;1;320933;0;1;0;0;0;28/10/2022;10;1
3491;33;9;38;25814;1;1.33;1;324872;115;0;0;0;0;28/10/2022;15;0
3494;54;28;33;24710;2;0.40;3;323957;0;0;0;1;0;28/10/2022;25;0
3495;29;2;31;21330;4;1.50;2;320980;0;0;0;0;0;28/10/2022;20;0
3496;32;8;44;21401;1;1.80;2;321078;192;0;0;1;0;28/10/2022;25;0
3497;37;13;49;21711;4;2.00;3;321168;192;0;0;0;0;28/10/2022;10;0
3498;55;31;134;22130;2;0.30;1;321716;0;0;0;0;0;28/10/2022;25;0
3499;30;6;182;23561;4;0.80;3;322644;94;0;0;1;0;28/10/2022;20;1
3500;49;23;114;24550;1;0.30;1;323715;286;0;0;1;0;28/10/2022;25;0
3502;65;39;105;21380;4;1.70;3;321070;0;1;0;1;0;28/10/2022;10;0
3503;32;8;58;25616;3;2.00;1;324700;90;0;0;1;0;28/10/2022;15;0
3504;29;3;53;25814;4;2.10;3;324873;0;0;0;1;0;28/10/2022;25;0
3505;46;20;15;25370;4;0.60;3;324563;0;1;0;1;0;28/10/2022;25;0
3509;33;9;125;22182;1;4.30;3;321791;0;0;0;1;0;28/10/2022;15;1
3510;38;12;61;21330;3;0.90;3;320981;0;0;0;0;0;28/10/2022;20;0
3511;38;11;69;22124;3;2.33;2;321687;0;0;0;0;0;28/10/2022;15;0
3512;37;11;89;24602;1;1.50;3;323797;0;0;0;1;0;28/10/2022;10;0
3514;31;4;39;24501;2;1.00;2;323543;0;0;0;0;0;28/10/2022;15;0
3515;35;9;41;20024;4;1.20;2;320074;0;0;0;1;0;28/10/2022;10;0
3516;50;26;148;24143;2;0.40;1;323158;508;0;0;0;0;28/10/2022;15;0
3517;45;21;38;23243;3;0.60;2;322514;148;0;0;1;0;28/10/2022;15;0
3519;60;36;129;25032;2;6.00;1;324254;0;0;0;0;0;28/10/2022;15;0
3520;31;5;84;24720;4;1.80;2;324091;0;1;0;1;0;28/10/2022;25;0
3521;60;35;29;22126;3;1.30;2;321701;0;0;0;0;0;28/10/2022;15;0
3522;36;10;30;21711;2;0.80;3;321169;0;0;0;1;0;28/10/2022;20;0
3523;64;40;90;24028;2;0.00;3;322808;134;0;0;0;0;28/10/2022;20;0
3525;58;33;15;24583;4;0.90;2;323770;0;0;0;0;0;28/10/2022;10;0
3526;59;34;13;26651;4;0.90;2;325000;0;0;0;0;0;28/10/2022;10;0
3527;58;33;9;25008;2;0.20;3;324166;0;0;0;1;0;28/10/2022;15;0
3528;35;10;24;25054;4;1.10;3;324345;0;0;0;0;0;28/10/2022;10;0
3529;43;17;41;20210;3;2.20;2;320384;0;0;0;1;0;28/10/2022;20;0
3531;54;28;49;20073;4;2.80;2;320325;0;1;0;0;0;28/10/2022;10;0
3534;57;32;50;24545;4;2.10;1;323685;211;0;0;0;0;28/10/2022;10;0
3537;50;24;112;24005;1;0.30;1;322694;229;0;0;0;0;28/10/2022;25;0
3538;60;34;19;22023;3;0.30;3;321347;0;0;0;1;0;28/10/2022;15;0
3539;26;0;23;23561;;0.10;2;322645;0;0;0;0;0;28/10/2022;25;0
3540;56;30;60;21380;1;2.20;3;321071;0;0;0;0;0;28/10/2022;10;0
3542;45;20;144;22106;4;5.40;1;321555;210;0;0;1;0;28/10/2022;20;1
3543;30;5;118;22182;4;3.00;3;321792;0;0;0;1;0;28/10/2022;20;1
3544;37;11;194;24303;2;0.00;1;323324;0;0;0;0;0;28/10/2022;25;0
3545;45;19;109;22037;3;1.10;1;321456;0;0;0;0;0;28/10/2022;15;0
3546;48;22;174;25827;1;2.40;1;324929;0;0;0;1;0;28/10/2022;25;0
3548;46;20;84;22354;3;0.70;2;321843;0;0;0;1;0;28/10/2022;10;0
3550;33;7;92;20840;3;1.60;1;320699;0;0;0;0;0;28/10/2022;25;0
3551;40;10;19;24602;1;0.75;3;323798;116;0;0;0;0;28/10/2022;15;0
3552;60;35;55;22807;3;0.50;2;322190;172;0;0;0;0;28/10/2022;25;0
3554;41;16;155;25070;1;7.00;1;324411;0;0;0;0;0;28/10/2022;25;0
3555;37;13;72;22407;4;2.00;3;321881;0;1;0;0;0;28/10/2022;10;0
3556;35;9;81;21107;1;2.70;2;320780;0;0;0;1;0;28/10/2022;20;0
3559;60;34;60;24065;3;2.50;1;322868;0;0;0;1;0;28/10/2022;20;0
3560;51;25;68;24065;1;1.50;2;322869;0;0;0;0;0;28/10/2022;15;0
3561;31;5;65;24521;4;2.20;2;323579;126;0;0;1;0;28/10/2022;25;0
3562;30;6;31;24720;3;1.00;2;324093;142;0;0;0;0;28/10/2022;20;0
3563;32;8;169;24526;1;6.50;3;323603;272;1;1;1;0;28/10/2022;10;1
3564;53;27;139;24228;1;0.90;3;323222;0;0;0;0;0;28/10/2022;15;1
3565;33;7;29;24720;1;0.60;3;324094;0;0;0;0;0;28/10/2022;15;0
3568;51;26;43;21040;1;1.30;2;320731;123;0;0;1;0;28/10/2022;25;0
3570;41;15;24;22130;2;0.80;3;321717;0;1;0;1;0;28/10/2022;25;0
3572;42;18;153;23255;3;5.60;1;322545;416;0;0;0;0;28/10/2022;15;1
3576;63;38;15;24305;4;0.60;2;323464;83;0;0;0;0;28/10/2022;10;0
3577;56;30;70;20245;3;0.30;2;320461;0;0;0;0;0;28/10/2022;20;0
3578;39;9;32;21016;3;2.00;3;320720;0;0;0;1;0;28/10/2022;25;0
3579;29;5;128;21302;2;4.10;2;320866;209;0;0;1;0;28/10/2022;25;1
3583;49;25;65;22354;1;0.00;1;321844;0;0;0;1;0;28/10/2022;25;0
3584;30;3;33;25112;4;1.50;2;324417;85;0;0;0;0;28/10/2022;25;0
3585;63;37;15;22121;1;0.80;2;321633;115;0;0;1;0;28/10/2022;25;0
3586;45;18;45;22037;3;1.00;2;321457;0;0;0;1;0;28/10/2022;10;0
3587;40;15;132;24131;2;3.90;1;323112;0;0;0;1;0;28/10/2022;10;0
3588;28;4;29;24080;3;0.10;2;322891;0;0;0;1;0;28/10/2022;15;0
3589;62;38;65;21768;1;0.00;2;321234;0;0;0;1;0;28/10/2022;25;0
3590;38;12;52;22807;2;2.40;2;322191;147;0;0;0;0;28/10/2022;10;0
3593;33;3;20;24704;1;0.67;3;323918;0;0;0;0;0;28/10/2022;20;0
3594;60;34;44;20018;2;0.30;1;320033;192;0;0;1;0;28/10/2022;25;0
3595;34;8;79;25616;1;2.50;1;324701;0;0;0;1;0;28/10/2022;15;0
3596;38;14;104;20025;2;1.80;2;320152;79;0;0;0;0;28/10/2022;10;0
3597;44;20;88;24720;1;4.70;1;324095;0;0;0;0;0;28/10/2022;15;0
3598;56;26;51;22028;3;2.00;3;321414;0;0;0;1;0;28/10/2022;20;0
3599;37;11;61;25120;3;0.90;2;324427;0;0;0;0;0;28/10/2022;20;0
3601;44;20;38;20018;2;2.10;3;320034;95;0;0;1;0;28/10/2022;15;0
3602;37;13;75;24305;3;2.60;2;323466;0;1;0;0;0;28/10/2022;25;0
3605;63;38;59;22612;3;0.50;2;321954;0;0;0;1;0;28/10/2022;15;0
3606;61;31;130;22333;2;2.60;3;321820;0;0;0;0;0;28/10/2022;15;1
3608;41;15;62;20401;3;0.90;3;320555;0;0;0;0;0;28/10/2022;25;0
3609;59;35;202;24025;1;4.70;1;322789;553;0;0;0;0;28/10/2022;25;0
3611;32;6;93;20022;3;1.60;1;320039;79;0;0;1;0;28/10/2022;25;0
3612;64;39;145;22705;1;0.90;1;322134;0;0;0;0;0;28/10/2022;25;0
3614;35;11;148;22672;1;5.80;3;322085;0;0;0;1;0;28/10/2022;15;1
3615;34;10;154;24583;3;5.40;2;323771;0;0;0;1;0;28/10/2022;10;1
3617;41;15;69;22507;1;1.50;3;321892;78;0;0;1;0;28/10/2022;15;0
3618;37;11;30;24304;2;0.30;1;323362;146;0;0;0;0;28/10/2022;20;0
3619;35;8;48;22627;2;1.00;2;322010;0;0;0;1;0;28/10/2022;15;0
3620;45;20;42;24703;1;0.30;3;323908;0;0;0;1;0;28/10/2022;25;0
3621;53;29;132;25020;2;0.30;1;324212;403;0;0;0;0;28/10/2022;25;0
3622;53;27;81;21730;3;1.70;2;321192;193;0;0;1;0;28/10/2022;20;0
3624;28;3;45;21105;4;1.70;2;320762;95;0;0;0;0;28/10/2022;25;0
3625;58;28;70;22028;1;1.40;3;321415;0;0;0;0;0;28/10/2022;20;0
3626;47;21;71;22037;4;2.90;1;321458;0;0;0;1;0;28/10/2022;20;0
3627;24;-1;28;20082;4;1.00;3;320360;0;0;0;0;0;28/10/2022;15;0
3631;41;16;79;25020;1;4.00;3;324213;225;0;0;1;0;28/10/2022;15;0
3632;46;21;51;20082;4;1.90;3;320361;0;0;0;0;0;28/10/2022;20;0
3634;51;25;93;20048;1;0.30;1;320273;0;0;0;1;0;28/10/2022;25;0
3635;59;35;73;20002;4;2.30;3;320008;0;0;0;0;0;28/10/2022;10;0
3636;58;33;24;25616;2;0.50;2;324703;0;0;0;1;0;28/10/2022;25;0
3637;37;11;64;26024;3;0.90;2;324983;0;0;0;1;0;28/10/2022;25;0
3638;39;14;104;24608;3;1.00;1;323840;242;0;0;1;0;28/10/2022;25;0
3639;47;22;38;22866;4;1.90;3;322230;0;0;0;1;0;28/10/2022;15;0
3640;51;26;191;24063;1;8.10;1;322855;0;1;0;1;0;28/10/2022;20;0
3642;59;35;74;24402;4;2.30;3;323521;0;0;0;0;0;28/10/2022;10;0
3643;55;29;21;22704;4;0.70;3;322132;0;1;0;1;0;28/10/2022;10;0
3645;59;33;41;21711;4;2.50;1;321170;174;0;0;0;0;28/10/2022;10;0
